date,open,low,high,close,volume
2025-02-02 17:03:00,1.02325,1.02325,1.02429,1.02429,8
2025-02-02 17:04:00,1.02429,1.024,1.02451,1.024,21
2025-02-02 17:05:00,1.024,1.02399,1.02451,1.0245,39
2025-02-02 17:06:00,1.0245,1.02405,1.02462,1.02456,43
2025-02-02 17:07:00,1.02456,1.02456,1.02485,1.02481,10
2025-02-02 17:08:00,1.02481,1.02481,1.02485,1.02485,15
2025-02-02 17:09:00,1.02485,1.02456,1.02485,1.02461,15
2025-02-02 17:10:00,1.02461,1.02451,1.02549,1.02526,58
2025-02-02 17:11:00,1.02526,1.02485,1.02527,1.02505,74
2025-02-02 17:12:00,1.02505,1.02505,1.02545,1.02545,86
2025-02-02 17:13:00,1.02545,1.02517,1.02559,1.02517,46
2025-02-02 17:14:00,1.02517,1.02515,1.02539,1.02539,13
2025-02-02 17:15:00,1.02539,1.02505,1.02549,1.02532,38
2025-02-02 17:16:00,1.02532,1.02505,1.02532,1.02505,6
2025-02-02 17:17:00,1.02505,1.02499,1.02514,1.02509,18
2025-02-02 17:18:00,1.02509,1.02502,1.02518,1.02504,65
2025-02-02 17:19:00,1.02504,1.02504,1.02512,1.02511,18
2025-02-02 17:20:00,1.02511,1.02511,1.02517,1.02513,21
2025-02-02 17:21:00,1.02513,1.02501,1.02514,1.02506,37
2025-02-02 17:22:00,1.02506,1.02498,1.02525,1.02498,16
2025-02-02 17:23:00,1.02498,1.02498,1.02506,1.02503,6
2025-02-02 17:24:00,1.02503,1.025,1.02503,1.025,7
2025-02-02 17:25:00,1.025,1.02492,1.02503,1.02497,20
2025-02-02 17:26:00,1.02497,1.02482,1.02497,1.02494,31
2025-02-02 17:27:00,1.02494,1.02491,1.02502,1.025,16
2025-02-02 17:28:00,1.025,1.02492,1.02502,1.02494,12
2025-02-02 17:29:00,1.02494,1.02483,1.02502,1.0249,32
2025-02-02 17:30:00,1.0249,1.02481,1.02493,1.02483,30
2025-02-02 17:31:00,1.02483,1.02483,1.02485,1.02484,14
2025-02-02 17:32:00,1.02484,1.0245,1.02484,1.0245,22
2025-02-02 17:33:00,1.0245,1.02442,1.02466,1.02442,15
2025-02-02 17:34:00,1.02442,1.02434,1.02464,1.02462,13
2025-02-02 17:35:00,1.02462,1.02461,1.02466,1.02466,26
2025-02-02 17:36:00,1.02466,1.02436,1.02467,1.02443,91
2025-02-02 17:37:00,1.02443,1.02443,1.02456,1.02456,35
2025-02-02 17:38:00,1.02456,1.02456,1.02456,1.02456,40
2025-02-02 17:39:00,1.02456,1.02456,1.02456,1.02456,24
2025-02-02 17:40:00,1.02456,1.02455,1.02499,1.02455,165
2025-02-02 17:41:00,1.02455,1.02454,1.02458,1.02458,40
2025-02-02 17:42:00,1.02458,1.02458,1.02505,1.02484,83
2025-02-02 17:43:00,1.02484,1.02474,1.02484,1.02479,20
2025-02-02 17:44:00,1.02479,1.02479,1.0252,1.02518,62
2025-02-02 17:45:00,1.02518,1.02518,1.02557,1.02555,17
2025-02-02 17:46:00,1.02555,1.02554,1.02557,1.02557,23
2025-02-02 17:47:00,1.02557,1.02557,1.02557,1.02557,3
2025-02-02 17:48:00,1.02557,1.02533,1.02557,1.02533,28
2025-02-02 17:49:00,1.02533,1.02533,1.02533,1.02533,61
2025-02-02 17:50:00,1.02533,1.02533,1.02533,1.02533,24
2025-02-02 17:51:00,1.02533,1.02532,1.02568,1.02532,83
2025-02-02 17:52:00,1.02532,1.02472,1.02535,1.02488,455
2025-02-02 17:53:00,1.02488,1.02488,1.02505,1.02505,231
2025-02-02 17:54:00,1.02505,1.02505,1.02511,1.02511,15
2025-02-02 17:55:00,1.02511,1.02487,1.02511,1.0249,56
2025-02-02 17:56:00,1.0249,1.02487,1.0249,1.02487,29
2025-02-02 17:57:00,1.02487,1.02485,1.02487,1.02486,10
2025-02-02 17:58:00,1.02486,1.02476,1.02493,1.02493,53
2025-02-02 17:59:00,1.02493,1.02493,1.02498,1.02497,13
2025-02-02 18:00:00,1.02497,1.0233,1.02556,1.0236,1178
2025-02-02 18:01:00,1.0236,1.02359,1.02439,1.02415,678
