date,open,low,high,close,volume
2025-01-02 00:01:00,1.03549,1.03549,1.03695,1.03692,31
2025-01-02 00:02:00,1.03692,1.03692,1.03704,1.03699,96
2025-01-02 00:03:00,1.03699,1.03698,1.037,1.03699,50
2025-01-02 00:04:00,1.03699,1.03689,1.03699,1.03689,100
2025-01-02 00:05:00,1.03689,1.03682,1.0369,1.03684,57
2025-01-02 00:06:00,1.03684,1.03683,1.03686,1.03683,46
2025-01-02 00:07:00,1.03683,1.0367,1.03686,1.0367,57
2025-01-02 00:08:00,1.0367,1.0366,1.03673,1.03661,90
2025-01-02 00:09:00,1.03661,1.03652,1.03663,1.03653,97
2025-01-02 00:10:00,1.03653,1.03653,1.03662,1.0366,77
2025-01-02 00:11:00,1.0366,1.03659,1.03663,1.03662,48
2025-01-02 00:12:00,1.03662,1.0366,1.03666,1.03664,71
2025-01-02 00:13:00,1.03664,1.0366,1.03666,1.0366,81
2025-01-02 00:14:00,1.0366,1.03654,1.03661,1.03659,51
2025-01-02 00:15:00,1.03659,1.03656,1.03663,1.03656,75
2025-01-02 00:16:00,1.03656,1.03654,1.03658,1.03654,35
2025-01-02 00:17:00,1.03654,1.03645,1.03655,1.03654,81
2025-01-02 00:18:00,1.03654,1.03653,1.03655,1.03654,32
2025-01-02 00:19:00,1.03654,1.03653,1.03663,1.03659,78
2025-01-02 00:20:00,1.03659,1.03659,1.03667,1.0366,69
2025-01-02 00:21:00,1.0366,1.03656,1.03661,1.03659,57
2025-01-02 00:22:00,1.03659,1.03649,1.0366,1.0365,112
2025-01-02 00:23:00,1.0365,1.03645,1.0365,1.0365,29
2025-01-02 00:24:00,1.0365,1.03645,1.0365,1.03647,45
2025-01-02 00:25:00,1.03647,1.0364,1.03649,1.0364,59
2025-01-02 00:26:00,1.0364,1.03635,1.0364,1.03635,44
2025-01-02 00:27:00,1.03635,1.03633,1.03636,1.03634,32
2025-01-02 00:28:00,1.03634,1.03632,1.03641,1.03639,26
2025-01-02 00:29:00,1.03639,1.03639,1.03644,1.03644,34
2025-01-02 00:30:00,1.03644,1.03644,1.03649,1.03649,37
2025-01-02 00:31:00,1.03649,1.03634,1.03649,1.03634,58
2025-01-02 00:32:00,1.03634,1.03623,1.03634,1.03624,66
2025-01-02 00:33:00,1.03624,1.03624,1.03625,1.03624,18
2025-01-02 00:34:00,1.03624,1.0362,1.03625,1.03624,39
2025-01-02 00:35:00,1.03624,1.0362,1.0363,1.0362,59
2025-01-02 00:36:00,1.0362,1.0362,1.03627,1.03625,46
2025-01-02 00:37:00,1.03625,1.03625,1.03637,1.03636,62
2025-01-02 00:38:00,1.03636,1.03629,1.03636,1.03629,42
2025-01-02 00:39:00,1.03629,1.03625,1.03629,1.03625,30
2025-01-02 00:40:00,1.03625,1.03624,1.03639,1.03634,63
2025-01-02 00:41:00,1.03634,1.03629,1.03635,1.03629,41
2025-01-02 00:42:00,1.03629,1.03624,1.03629,1.03624,51
2025-01-02 00:43:00,1.03624,1.03622,1.03628,1.03624,58
2025-01-02 00:44:00,1.03624,1.03615,1.03624,1.03616,64
2025-01-02 00:45:00,1.03616,1.03615,1.03619,1.03618,37
2025-01-02 00:46:00,1.03618,1.03615,1.03619,1.03615,16
2025-01-02 00:47:00,1.03615,1.03615,1.0362,1.0362,16
2025-01-02 00:48:00,1.0362,1.03616,1.03621,1.0362,36
2025-01-02 00:49:00,1.0362,1.0362,1.0363,1.03629,58
2025-01-02 00:50:00,1.03629,1.03629,1.03636,1.0363,70
2025-01-02 00:51:00,1.0363,1.0362,1.03631,1.0362,76
2025-01-02 00:52:00,1.0362,1.03619,1.0363,1.0363,63
2025-01-02 00:53:00,1.0363,1.03625,1.03633,1.03626,52
2025-01-02 00:54:00,1.03626,1.03626,1.0364,1.0364,78
2025-01-02 00:55:00,1.0364,1.03637,1.03642,1.0364,46
2025-01-02 00:56:00,1.0364,1.03637,1.03646,1.03641,77
2025-01-02 00:57:00,1.03641,1.0364,1.03645,1.03641,49
2025-01-02 00:58:00,1.03641,1.03639,1.03642,1.0364,59
2025-01-02 00:59:00,1.0364,1.03635,1.03641,1.03635,44
2025-01-02 01:00:00,1.03635,1.03615,1.03635,1.03624,93
2025-01-02 01:01:00,1.03624,1.03609,1.03625,1.03614,126
2025-01-02 01:02:00,1.03614,1.03604,1.03617,1.03605,85
2025-01-02 01:03:00,1.03605,1.03605,1.0362,1.03619,83
2025-01-02 01:04:00,1.03619,1.03617,1.03633,1.03626,182
2025-01-02 01:05:00,1.03626,1.0362,1.03627,1.03625,107
2025-01-02 01:06:00,1.03625,1.03625,1.0363,1.03627,70
2025-01-02 01:07:00,1.03627,1.0362,1.03627,1.0362,67
2025-01-02 01:08:00,1.0362,1.03613,1.03622,1.03616,76
2025-01-02 01:09:00,1.03616,1.03614,1.03618,1.03616,50
2025-01-02 01:10:00,1.03616,1.03612,1.03617,1.03612,88
2025-01-02 01:11:00,1.03612,1.03612,1.03624,1.0362,85
2025-01-02 01:12:00,1.0362,1.0362,1.03628,1.03624,69
2025-01-02 01:13:00,1.03624,1.03612,1.03624,1.03622,100
2025-01-02 01:14:00,1.03622,1.03618,1.03622,1.03619,47
2025-01-02 01:15:00,1.03619,1.03619,1.03631,1.03625,96
2025-01-02 01:16:00,1.03625,1.03613,1.03625,1.03617,72
2025-01-02 01:17:00,1.03617,1.03611,1.03619,1.03613,66
2025-01-02 01:18:00,1.03613,1.03612,1.03623,1.0362,84
2025-01-02 01:19:00,1.0362,1.03617,1.03624,1.03622,70
2025-01-02 01:20:00,1.03622,1.03613,1.03622,1.03615,65
2025-01-02 01:21:00,1.03615,1.0361,1.03615,1.03611,52
2025-01-02 01:22:00,1.03611,1.03606,1.03611,1.03608,72
2025-01-02 01:23:00,1.03608,1.03608,1.03613,1.03612,67
2025-01-02 01:24:00,1.03612,1.03611,1.03619,1.03613,81
2025-01-02 01:25:00,1.03613,1.03613,1.03632,1.03629,82
2025-01-02 01:26:00,1.03629,1.03624,1.03629,1.03624,63
2025-01-02 01:27:00,1.03624,1.03602,1.03626,1.03605,150
2025-01-02 01:28:00,1.03605,1.03605,1.03612,1.0361,75
2025-01-02 01:29:00,1.0361,1.0361,1.03614,1.03614,19
2025-01-02 01:30:00,1.03614,1.03605,1.03614,1.03605,70
2025-01-02 01:31:00,1.03605,1.03595,1.03605,1.03598,103
2025-01-02 01:32:00,1.03598,1.03597,1.0362,1.03616,127
2025-01-02 01:33:00,1.03616,1.03616,1.03635,1.03634,134
2025-01-02 01:34:00,1.03634,1.03629,1.03635,1.03632,76
2025-01-02 01:35:00,1.03632,1.03625,1.03637,1.0363,84
2025-01-02 01:36:00,1.0363,1.03616,1.0363,1.03622,116
2025-01-02 01:37:00,1.03622,1.03615,1.03622,1.03622,46
2025-01-02 01:38:00,1.03622,1.03615,1.03624,1.03616,80
2025-01-02 01:39:00,1.03616,1.03615,1.03624,1.03618,118
2025-01-02 01:40:00,1.03618,1.03617,1.03621,1.03619,47
2025-01-02 01:41:00,1.03619,1.03616,1.03621,1.03619,31
2025-01-02 01:42:00,1.03619,1.03614,1.03624,1.03619,79
2025-01-02 01:43:00,1.03619,1.03616,1.03621,1.03617,115
2025-01-02 01:44:00,1.03617,1.03614,1.03632,1.03631,109
2025-01-02 01:45:00,1.03631,1.03627,1.03638,1.03638,108
2025-01-02 01:46:00,1.03638,1.03636,1.03649,1.03639,133
2025-01-02 01:47:00,1.03639,1.03621,1.03641,1.03628,150
2025-01-02 01:48:00,1.03628,1.03622,1.03629,1.03625,135
2025-01-02 01:49:00,1.03625,1.03624,1.03642,1.03637,116
2025-01-02 01:50:00,1.03637,1.03634,1.03638,1.03634,71
2025-01-02 01:51:00,1.03634,1.03625,1.03635,1.03631,131
2025-01-02 01:52:00,1.03631,1.03626,1.03633,1.03627,67
