date,open,low,high,close,volume
2025-01-31 00:00:00,1.03872,1.0385,1.03875,1.0387,116
2025-01-31 00:01:00,1.0387,1.0385,1.03876,1.03872,98
2025-01-31 00:02:00,1.03875,1.0386,1.039,1.03884,93
2025-01-31 00:03:00,1.03889,1.0387,1.03896,1.03893,73
2025-01-31 00:04:00,1.03892,1.03891,1.03901,1.03899,69
2025-01-31 00:05:00,1.03896,1.0389,1.03902,1.039,40
2025-01-31 00:06:00,1.03901,1.0389,1.0391,1.03905,53
2025-01-31 00:07:00,1.03903,1.0388,1.0392,1.03895,58
2025-01-31 00:08:00,1.03896,1.0388,1.03902,1.03899,68
2025-01-31 00:09:00,1.03896,1.0388,1.039,1.03895,66
2025-01-31 00:10:00,1.03897,1.0388,1.03898,1.03896,75
2025-01-31 00:11:00,1.03893,1.0388,1.03899,1.03899,56
2025-01-31 00:12:00,1.03894,1.0388,1.03901,1.03896,44
2025-01-31 00:13:00,1.03895,1.0388,1.039,1.03896,58
2025-01-31 00:14:00,1.03895,1.0388,1.0391,1.03896,54
2025-01-31 00:15:00,1.03893,1.03889,1.039,1.03892,35
2025-01-31 00:16:00,1.03893,1.0387,1.03895,1.03885,57
2025-01-31 00:17:00,1.0388,1.0387,1.03891,1.03883,35
2025-01-31 00:18:00,1.03878,1.0387,1.0389,1.0389,55
2025-01-31 00:19:00,1.03884,1.0388,1.039,1.03894,76
2025-01-31 00:20:00,1.03891,1.0387,1.03899,1.03897,42
2025-01-31 00:21:00,1.03897,1.0388,1.03898,1.03895,61
2025-01-31 00:22:00,1.03896,1.0387,1.03896,1.0388,108
2025-01-31 00:23:00,1.03883,1.0387,1.03885,1.03878,66
2025-01-31 00:24:00,1.03879,1.0386,1.0389,1.03874,69
2025-01-31 00:25:00,1.03871,1.0386,1.0388,1.03875,43
2025-01-31 00:26:00,1.03877,1.0386,1.03877,1.03871,56
2025-01-31 00:27:00,1.03874,1.0385,1.0388,1.03865,73
2025-01-31 00:28:00,1.03868,1.0385,1.03874,1.0387,86
2025-01-31 00:29:00,1.03868,1.0386,1.0388,1.03874,63
2025-01-31 00:30:00,1.03869,1.03858,1.03873,1.03869,86
2025-01-31 00:31:00,1.03874,1.03856,1.03875,1.03861,92
2025-01-31 00:32:00,1.03857,1.0384,1.03862,1.03855,87
2025-01-31 00:33:00,1.03861,1.0385,1.03866,1.03862,70
2025-01-31 00:34:00,1.0386,1.0384,1.03865,1.03851,96
2025-01-31 00:35:00,1.03852,1.03843,1.03854,1.0385,74
2025-01-31 00:36:00,1.03847,1.0384,1.0387,1.03859,86
2025-01-31 00:37:00,1.03858,1.0385,1.03868,1.03862,70
2025-01-31 00:38:00,1.03864,1.0386,1.0388,1.0386,64
2025-01-31 00:39:00,1.03868,1.0386,1.0387,1.03864,42
2025-01-31 00:40:00,1.03863,1.0386,1.03873,1.03868,132
2025-01-31 00:41:00,1.03869,1.0385,1.03869,1.03869,67
2025-01-31 00:42:00,1.03862,1.03854,1.0387,1.03863,83
2025-01-31 00:43:00,1.03862,1.0385,1.03872,1.03868,77
2025-01-31 00:44:00,1.03869,1.0385,1.03872,1.03866,71
2025-01-31 00:45:00,1.03866,1.0385,1.03873,1.03866,89
2025-01-31 00:46:00,1.03867,1.0385,1.03872,1.03868,63
2025-01-31 00:47:00,1.03867,1.0386,1.0388,1.0386,77
2025-01-31 00:48:00,1.03874,1.0386,1.0388,1.03875,66
2025-01-31 00:49:00,1.03878,1.0386,1.0388,1.03876,103
2025-01-31 00:50:00,1.03873,1.0387,1.0388,1.0387,70
2025-01-31 00:51:00,1.03878,1.03866,1.0389,1.03879,88
2025-01-31 00:52:00,1.03874,1.0387,1.0389,1.03884,81
2025-01-31 00:53:00,1.03887,1.03877,1.03892,1.03877,108
2025-01-31 00:54:00,1.03884,1.0387,1.03894,1.03894,102
2025-01-31 00:55:00,1.03893,1.0387,1.03894,1.03881,89
2025-01-31 00:56:00,1.03883,1.03869,1.0389,1.03874,106
2025-01-31 00:57:00,1.03873,1.0386,1.0388,1.03874,99
2025-01-31 00:58:00,1.03873,1.0387,1.03884,1.03881,113
2025-01-31 00:59:00,1.0388,1.0387,1.03887,1.03886,124
2025-01-31 01:00:00,1.03888,1.0387,1.03895,1.03883,151
2025-01-31 01:01:00,1.0387,1.0386,1.0389,1.03884,83
2025-01-31 01:02:00,1.03881,1.0387,1.03884,1.03883,73
2025-01-31 01:03:00,1.03882,1.0386,1.03883,1.03881,50
2025-01-31 01:04:00,1.03878,1.0386,1.03886,1.03879,69
2025-01-31 01:05:00,1.03884,1.0387,1.03892,1.03886,74
2025-01-31 01:06:00,1.0389,1.0387,1.03894,1.03891,62
2025-01-31 01:07:00,1.03885,1.0387,1.0389,1.03884,53
2025-01-31 01:08:00,1.0389,1.0387,1.039,1.03883,52
2025-01-31 01:09:00,1.03887,1.0387,1.03893,1.0389,70
2025-01-31 01:10:00,1.03886,1.0387,1.03891,1.03879,104
2025-01-31 01:11:00,1.03882,1.0387,1.0389,1.0388,56
2025-01-31 01:12:00,1.0387,1.0386,1.03882,1.03877,65
2025-01-31 01:13:00,1.03881,1.0387,1.03881,1.03874,74
2025-01-31 01:14:00,1.03875,1.0387,1.0389,1.03885,62
2025-01-31 01:15:00,1.03886,1.0388,1.03891,1.03888,69
2025-01-31 01:16:00,1.03889,1.0387,1.03893,1.03888,85
