date,open,low,high,close,volume
2025-01-15 00:00:00,1.0302,1.03017,1.03022,1.03021,56
2025-01-15 00:01:00,1.03021,1.0301,1.03021,1.03017,155
2025-01-15 00:02:00,1.03017,1.03016,1.0302,1.03018,65
2025-01-15 00:03:00,1.03018,1.03013,1.03018,1.03014,64
2025-01-15 00:04:00,1.03014,1.03004,1.03015,1.03004,95
2025-01-15 00:05:00,1.03004,1.02999,1.03005,1.03002,66
2025-01-15 00:06:00,1.03002,1.02996,1.03003,1.02998,54
2025-01-15 00:07:00,1.02998,1.02988,1.02998,1.02988,69
2025-01-15 00:08:00,1.02988,1.0298,1.02989,1.02985,67
2025-01-15 00:09:00,1.02985,1.02984,1.02987,1.02986,17
2025-01-15 00:10:00,1.02986,1.02986,1.02995,1.02994,48
2025-01-15 00:11:00,1.02994,1.02989,1.02999,1.02999,58
2025-01-15 00:12:00,1.02999,1.02995,1.03,1.03,65
2025-01-15 00:13:00,1.03,1.02998,1.03005,1.03004,57
2025-01-15 00:14:00,1.03004,1.03004,1.0301,1.03009,50
2025-01-15 00:15:00,1.03009,1.03006,1.03012,1.03011,27
2025-01-15 00:16:00,1.03011,1.03011,1.03017,1.03016,29
2025-01-15 00:17:00,1.03016,1.03012,1.03018,1.03018,30
2025-01-15 00:18:00,1.03018,1.03018,1.0303,1.0303,58
2025-01-15 00:19:00,1.0303,1.03029,1.03031,1.03031,39
2025-01-15 00:20:00,1.03031,1.03029,1.03036,1.0303,59
2025-01-15 00:21:00,1.0303,1.03027,1.03033,1.0303,70
2025-01-15 00:22:00,1.0303,1.03027,1.03033,1.0303,57
2025-01-15 00:23:00,1.0303,1.03029,1.03032,1.03029,49
2025-01-15 00:24:00,1.03029,1.03029,1.03036,1.03035,53
2025-01-15 00:25:00,1.03035,1.03033,1.03049,1.03036,143
2025-01-15 00:26:00,1.03036,1.03034,1.03038,1.03036,84
2025-01-15 00:27:00,1.03036,1.0301,1.03036,1.03015,108
2025-01-15 00:28:00,1.03015,1.03013,1.03018,1.03017,69
2025-01-15 00:29:00,1.03017,1.03011,1.03018,1.03015,84
2025-01-15 00:30:00,1.03015,1.03008,1.03016,1.03014,79
2025-01-15 00:31:00,1.03014,1.03009,1.03015,1.0301,50
2025-01-15 00:32:00,1.0301,1.03004,1.03014,1.03005,50
2025-01-15 00:33:00,1.03005,1.02999,1.03008,1.03002,64
2025-01-15 00:34:00,1.03002,1.02991,1.03003,1.02991,83
2025-01-15 00:35:00,1.02991,1.02988,1.02994,1.02989,72
2025-01-15 00:36:00,1.02989,1.02988,1.02994,1.02994,74
2025-01-15 00:37:00,1.02994,1.02993,1.03007,1.03007,77
